LocID,Location,Year,AgeGrp,PopMale,PopFemale
340,Honduras,2036,90-94,9.325,15.492
348,Hungary,2036,90-94,22.603,59.462
352,Iceland,2036,90-94,1.322,1.851
356,India,2036,90-94,900.463,1222.097
360,Indonesia,2036,90-94,125.994,267.071
364,Iran (Islamic Republic of),2036,90-94,55.373,70.901
368,Iraq,2036,90-94,7.321,14.191
372,Ireland,2036,90-94,17.731,24.842
376,Israel,2036,90-94,26.484,37.031
380,Italy,2036,90-94,328.975,586.194
388,Jamaica,2036,90-94,4.68,4.408
392,Japan,2036,90-94,1017.235,2079.947
400,Jordan,2036,90-94,3.144,6.177
398,Kazakhstan,2036,90-94,7.595,29.987
404,Kenya,2036,90-94,5.143,12.106
296,Kiribati,2036,90-94,0.019,0.141
414,Kuwait,2036,90-94,0.461,0.564
417,Kyrgyzstan,2036,90-94,0.326,3.681
428,Latvia,2036,90-94,5.16,17.761
422,Lebanon,2036,90-94,6.158,10.407
426,Lesotho,2036,90-94,0.239,1.011
430,Liberia,2036,90-94,0.732,1.074
434,Libya,2036,90-94,2.194,4.743
440,Lithuania,2036,90-94,7.961,26.106
442,Luxembourg,2036,90-94,1.974,3.273
450,Madagascar,2036,90-94,6.02,9.356
454,Malawi,2036,90-94,1.619,4.958
458,Malaysia,2036,90-94,45.132,43.858
462,Maldives,2036,90-94,0.468,0.559
466,Mali,2036,90-94,1.359,1.996
470,Malta,2036,90-94,2.364,3.685
474,Martinique,2036,90-94,1.86,3.773
478,Mauritania,2036,90-94,0.652,1.345
480,Mauritius,2036,90-94,1.885,4.442
175,Mayotte,2036,90-94,0.29,0.426
928,Melanesia,2036,90-94,2.039,2.439
484,Mexico,2036,90-94,187.406,281.982
954,Micronesia,2036,90-94,0.337,0.905
496,Mongolia,2036,90-94,0.87,2.402
499,Montenegro,2036,90-94,0.817,1.802
504,Morocco,2036,90-94,19.128,37.221
508,Mozambique,2036,90-94,2.253,6.918
104,Myanmar,2036,90-94,12.535,29.893
516,Namibia,2036,90-94,0.222,0.753
524,Nepal,2036,90-94,12.149,22.109
528,Netherlands,2036,90-94,87.263,120.101
540,New Caledonia,2036,90-94,0.364,0.755
554,New Zealand,2036,90-94,21.188,30.429
558,Nicaragua,2036,90-94,5.478,11.387
562,Niger,2036,90-94,2.017,3.32
566,Nigeria,2036,90-94,10.068,13.162
807,North Macedonia,2036,90-94,2.321,4.02
578,Norway,2036,90-94,23.862,36.896
1835,Oceania (excluding Australia and New Zealand),2036,90-94,2.997,4.33
512,Oman,2036,90-94,2.42,4.659
586,Pakistan,2036,90-94,88.756,77.495
591,Panama,2036,90-94,10.919,15.755
598,Papua New Guinea,2036,90-94,1.11,0.854
600,Paraguay,2036,90-94,7.303,11.446
604,Peru,2036,90-94,53.793,89.683
608,Philippines,2036,90-94,43.482,147.955
616,Poland,2036,90-94,106.74,235.769
957,Polynesia,2036,90-94,0.621,0.986
620,Portugal,2036,90-94,46.609,94.011
630,Puerto Rico,2036,90-94,15.742,28.472
634,Qatar,2036,90-94,0.842,0.773
410,Republic of Korea,2036,90-94,171.837,367.819
498,Republic of Moldova,2036,90-94,1.543,7.568
642,Romania,2036,90-94,39.061,80.656
643,Russian Federation,2036,90-94,131.991,532.874
646,Rwanda,2036,90-94,1.845,4.853
638,R̩union,2036,90-94,2.929,4.416
662,Saint Lucia,2036,90-94,0.439,0.423
670,Saint Vincent and the Grenadines,2036,90-94,0.135,0.158
882,Samoa,2036,90-94,0.056,0.114
678,Sao Tome and Principe,2036,90-94,0.034,0.074
682,Saudi Arabia,2036,90-94,14.011,17.023
686,Senegal,2036,90-94,1.784,3.819
688,Serbia,2036,90-94,13.467,26.642
690,Seychelles,2036,90-94,0.07,0.172
694,Sierra Leone,2036,90-94,0.804,1.645
702,Singapore,2036,90-94,15.211,25.92
703,Slovakia,2036,90-94,10.493,24.495
705,Slovenia,2036,90-94,7.934,15.549
90,Solomon Islands,2036,90-94,0.276,0.454
706,Somalia,2036,90-94,2.549,3.629
724,Spain,2036,90-94,232.591,428.863
144,Sri Lanka,2036,90-94,33.335,63.194
275,State of Palestine,2036,90-94,1.372,2.601
729,Sudan,2036,90-94,13.274,18.832
740,Suriname,2036,90-94,0.367,0.95
752,Sweden,2036,90-94,57.75,85.216
756,Switzerland,2036,90-94,45.988,73.43
760,Syrian Arab Republic,2036,90-94,8.689,15.343
762,Tajikistan,2036,90-94,1.247,2.173
764,Thailand,2036,90-94,173.033,316.62
626,Timor-Leste,2036,90-94,0.383,0.693
768,Togo,2036,90-94,0.604,0.928
776,Tonga,2036,90-94,0.046,0.053
780,Trinidad and Tobago,2036,90-94,2.202,3.715
788,Tunisia,2036,90-94,10.583,20.422
792,Turkey,2036,90-94,95.196,227.471
795,Turkmenistan,2036,90-94,1.364,3.012
800,Uganda,2036,90-94,2.342,6.579
804,Ukraine,2036,90-94,34.658,142.11
784,United Arab Emirates,2036,90-94,3.142,1.407
826,United Kingdom,2036,90-94,323.064,466.919
834,United Republic of Tanzania,2036,90-94,5.471,11.57
850,United States Virgin Islands,2036,90-94,0.437,0.898
840,United States of America,2036,90-94,1317.431,2101.679
858,Uruguay,2036,90-94,7.642,22.846
860,Uzbekistan,2036,90-94,7.018,15.341
548,Vanuatu,2036,90-94,0.042,0.048
862,Venezuela (Bolivarian Republic of),2036,90-94,30.413,65.435
704,Viet Nam,2036,90-94,97.107,233.95
887,Yemen,2036,90-94,4.001,7.368
894,Zambia,2036,90-94,1.123,3.672
716,Zimbabwe,2036,90-94,1.182,4.057
4,Afghanistan,2036,95-99,0.519,0.97
8,Albania,2036,95-99,1.298,1.653
12,Algeria,2036,95-99,13.997,15.991
24,Angola,2036,95-99,0.321,0.837
28,Antigua and Barbuda,2036,95-99,0.033,0.03
32,Argentina,2036,95-99,14.193,48.303
51,Armenia,2036,95-99,0.618,1.894
533,Aruba,2036,95-99,0.017,0.083
36,Australia,2036,95-99,26.685,47.536
40,Austria,2036,95-99,9.638,18.473
31,Azerbaijan,2036,95-99,0.671,2.094
44,Bahamas,2036,95-99,0.071,0.099
48,Bahrain,2036,95-99,0.085,0.166
50,Bangladesh,2036,95-99,36.543,76.968
52,Barbados,2036,95-99,0.43,0.562
112,Belarus,2036,95-99,1.601,11.466
56,Belgium,2036,95-99,11.027,24.425
84,Belize,2036,95-99,0.137,0.167
204,Benin,2036,95-99,0.308,0.705
64,Bhutan,2036,95-99,0.43,0.527
68,Bolivia (Plurinational State of),2036,95-99,7.251,13.048
70,Bosnia and Herzegovina,2036,95-99,1.663,4.071
72,Botswana,2036,95-99,0.057,0.189
76,Brazil,2036,95-99,113.619,276.158
96,Brunei Darussalam,2036,95-99,0.08,0.07
100,Bulgaria,2036,95-99,2.437,5.291
854,Burkina Faso,2036,95-99,0.093,0.23
108,Burundi,2036,95-99,0.156,0.402
132,Cabo Verde,2036,95-99,0.032,0.119
116,Cambodia,2036,95-99,0.683,1.781
120,Cameroon,2036,95-99,0.107,0.196
124,Canada,2036,95-99,36.908,79.995
148,Chad,2036,95-99,0.215,0.46
830,Channel Islands,2036,95-99,0.221,0.475
152,Chile,2036,95-99,15.199,32.97
156,China,2036,95-99,377.211,994.591
344,"China, Hong Kong SAR",2036,95-99,11.545,26.742
446,"China, Macao SAR",2036,95-99,0.292,0.796
158,"China, Taiwan Province of China",2036,95-99,27.007,44.416
170,Colombia,2036,95-99,29.02,49.475
174,Comoros,2036,95-99,0.014,0.029
178,Congo,2036,95-99,0.032,0.064
188,Costa Rica,2036,95-99,4.224,7.043
191,Croatia,2036,95-99,1.949,6.132
192,Cuba,2036,95-99,13.073,21.733
531,Cura̤ao,2036,95-99,0.173,0.389
196,Cyprus,2036,95-99,0.678,1.641
203,Czechia,2036,95-99,6.089,13.662
384,C̫te d'Ivoire,2036,95-99,0.139,0.165
408,Dem. People's Republic of Korea,2036,95-99,1.942,14.038
180,Democratic Republic of the Congo,2036,95-99,2.149,4.342
208,Denmark,2036,95-99,5.486,11.993
262,Djibouti,2036,95-99,0.053,0.101
214,Dominican Republic,2036,95-99,6.91,11.58
218,Ecuador,2036,95-99,7.866,17.072
818,Egypt,2036,95-99,4.838,14.695
222,El Salvador,2036,95-99,2.017,4.856
226,Equatorial Guinea,2036,95-99,0.007,0.009
232,Eritrea,2036,95-99,0.226,0.559
233,Estonia,2036,95-99,1.145,3.623
748,Eswatini,2036,95-99,0.009,0.074
231,Ethiopia,2036,95-99,5.234,9.579
242,Fiji,2036,95-99,0.032,0.035
246,Finland,2036,95-99,5.539,12.755
250,France,2036,95-99,77.467,195.327
254,French Guiana,2036,95-99,0.038,0.128
258,French Polynesia,2036,95-99,0.091,0.173
266,Gabon,2036,95-99,0.023,0.061
270,Gambia,2036,95-99,0.013,0.024
268,Georgia,2036,95-99,0.716,3.364
276,Germany,2036,95-99,130.134,247.964
288,Ghana,2036,95-99,0.335,0.571
300,Greece,2036,95-99,22.227,28.918
308,Grenada,2036,95-99,0.015,0.04
312,Guadeloupe,2036,95-99,0.698,1.61
316,Guam,2036,95-99,0.046,0.21
320,Guatemala,2036,95-99,4.367,7.559
324,Guinea,2036,95-99,0.075,0.163
624,Guinea-Bissau,2036,95-99,0.005,0.014
328,Guyana,2036,95-99,0.486,0.61
332,Haiti,2036,95-99,1.522,3.321
340,Honduras,2036,95-99,2.639,5.003
348,Hungary,2036,95-99,4.812,15.858
352,Iceland,2036,95-99,0.271,0.475
356,India,2036,95-99,209.717,314.303
360,Indonesia,2036,95-99,19.654,51.173
364,Iran (Islamic Republic of),2036,95-99,9.986,11.814
368,Iraq,2036,95-99,1.028,2.567
372,Ireland,2036,95-99,3.705,6.588
376,Israel,2036,95-99,7.176,11.611
380,Italy,2036,95-99,88.664,208.78
388,Jamaica,2036,95-99,1.216,0.897
392,Japan,2036,95-99,268.623,810.666
400,Jordan,2036,95-99,0.481,1.177
398,Kazakhstan,2036,95-99,1.976,10.074
404,Kenya,2036,95-99,0.461,1.223
296,Kiribati,2036,95-99,0.002,0.031
414,Kuwait,2036,95-99,0.049,0.047
417,Kyrgyzstan,2036,95-99,0.076,1.484
428,Latvia,2036,95-99,1.74,6.514
422,Lebanon,2036,95-99,1.356,3.702
426,Lesotho,2036,95-99,0.019,0.12
430,Liberia,2036,95-99,0.068,0.094
434,Libya,2036,95-99,0.322,0.905
440,Lithuania,2036,95-99,3.837,11.466
442,Luxembourg,2036,95-99,0.416,0.885
450,Madagascar,2036,95-99,1.146,1.829
454,Malawi,2036,95-99,0.116,0.431
458,Malaysia,2036,95-99,11.943,9.935
462,Maldives,2036,95-99,0.158,0.217
466,Mali,2036,95-99,0.116,0.182
470,Malta,2036,95-99,0.487,1.089
474,Martinique,2036,95-99,0.61,1.625
478,Mauritania,2036,95-99,0.079,0.193
480,Mauritius,2036,95-99,0.388,1.314
175,Mayotte,2036,95-99,0.07,0.147
928,Melanesia,2036,95-99,0.258,0.383
484,Mexico,2036,95-99,52.273,85.278
954,Micronesia,2036,95-99,0.053,0.265
496,Mongolia,2036,95-99,0.168,0.569
499,Montenegro,2036,95-99,0.162,0.386
504,Morocco,2036,95-99,1.991,5.563
508,Mozambique,2036,95-99,0.173,0.573
104,Myanmar,2036,95-99,1.567,4.746
516,Namibia,2036,95-99,0.019,0.075
524,Nepal,2036,95-99,1.509,3.131
528,Netherlands,2036,95-99,18.6,30.876
540,New Caledonia,2036,95-99,0.049,0.194
554,New Zealand,2036,95-99,4.464,7.639
558,Nicaragua,2036,95-99,1.533,3.842
562,Niger,2036,95-99,0.159,0.301
566,Nigeria,2036,95-99,0.688,1.045
807,North Macedonia,2036,95-99,0.296,0.595
578,Norway,2036,95-99,4.2,8.944
1835,Oceania (excluding Australia and New Zealand),2036,95-99,0.436,0.896
512,Oman,2036,95-99,0.759,1.512
586,Pakistan,2036,95-99,13.109,8.379
591,Panama,2036,95-99,4.035,6.359
598,Papua New Guinea,2036,95-99,0.126,0.073
600,Paraguay,2036,95-99,1.678,3.122
604,Peru,2036,95-99,14.451,27.652
608,Philippines,2036,95-99,7.433,38.845
616,Poland,2036,95-99,32.019,80.827
957,Polynesia,2036,95-99,0.125,0.248
620,Portugal,2036,95-99,10.722,28.663
630,Puerto Rico,2036,95-99,4.452,10.134
634,Qatar,2036,95-99,0.197,0.338
410,Republic of Korea,2036,95-99,40.643,127.004
498,Republic of Moldova,2036,95-99,0.264,2.01
642,Romania,2036,95-99,10.615,22.07
643,Russian Federation,2036,95-99,41.028,229.698
646,Rwanda,2036,95-99,0.161,0.462
638,R̩union,2036,95-99,0.734,1.843
662,Saint Lucia,2036,95-99,0.13,0.104
670,Saint Vincent and the Grenadines,2036,95-99,0.034,0.04
882,Samoa,2036,95-99,0.007,0.015
678,Sao Tome and Principe,2036,95-99,0.005,0.015
682,Saudi Arabia,2036,95-99,3.138,3.839
686,Senegal,2036,95-99,0.179,0.429
688,Serbia,2036,95-99,1.93,4.749
690,Seychelles,2036,95-99,0.013,0.049
694,Sierra Leone,2036,95-99,0.096,0.226
702,Singapore,2036,95-99,4.424,9.304
703,Slovakia,2036,95-99,1.988,4.534
705,Slovenia,2036,95-99,1.814,4.446
90,Solomon Islands,2036,95-99,0.046,0.076
706,Somalia,2036,95-99,0.329,0.555
724,Spain,2036,95-99,55.809,130.974
144,Sri Lanka,2036,95-99,5.733,9.43
275,State of Palestine,2036,95-99,0.161,0.473
729,Sudan,2036,95-99,2.276,3.514
740,Suriname,2036,95-99,0.082,0.268
752,Sweden,2036,95-99,10.678,20.982
756,Switzerland,2036,95-99,9.614,19.955
760,Syrian Arab Republic,2036,95-99,1.205,2.824
762,Tajikistan,2036,95-99,0.211,0.407
764,Thailand,2036,95-99,51.322,112.283
626,Timor-Leste,2036,95-99,0.048,0.105
768,Togo,2036,95-99,0.044,0.081
776,Tonga,2036,95-99,0.009,0.007
780,Trinidad and Tobago,2036,95-99,0.457,0.878
788,Tunisia,2036,95-99,2.335,5.298
792,Turkey,2036,95-99,17.534,55.048
795,Turkmenistan,2036,95-99,0.324,0.871
800,Uganda,2036,95-99,0.158,0.517
804,Ukraine,2036,95-99,8.229,44.536
784,United Arab Emirates,2036,95-99,0.468,0.317
826,United Kingdom,2036,95-99,73.124,131.066
834,United Republic of Tanzania,2036,95-99,0.369,0.867
850,United States Virgin Islands,2036,95-99,0.078,0.244
840,United States of America,2036,95-99,353.136,651.822
858,Uruguay,2036,95-99,1.975,10.296
860,Uzbekistan,2036,95-99,1.508,3.733
548,Vanuatu,2036,95-99,0.005,0.005
862,Venezuela (Bolivarian Republic of),2036,95-99,7.405,20.827
704,Viet Nam,2036,95-99,35.249,96.888
887,Yemen,2036,95-99,0.465,1.028
894,Zambia,2036,95-99,0.083,0.35
716,Zimbabwe,2036,95-99,0.113,0.468
4,Afghanistan,2037,95-99,0.717,1.252
8,Albania,2037,95-99,1.582,2.038
12,Algeria,2037,95-99,15.659,18.13
24,Angola,2037,95-99,0.421,1.015
28,Antigua and Barbuda,2037,95-99,0.039,0.036
32,Argentina,2037,95-99,16.512,53.406
51,Armenia,2037,95-99,0.54,1.624
533,Aruba,2037,95-99,0.022,0.092
36,Australia,2037,95-99,30.549,52.843
40,Austria,2037,95-99,11.614,21.468
31,Azerbaijan,2037,95-99,0.701,2.069
44,Bahamas,2037,95-99,0.085,0.122
48,Bahrain,2037,95-99,0.106,0.188
50,Bangladesh,2037,95-99,41.454,85.358
52,Barbados,2037,95-99,0.45,0.597
112,Belarus,2037,95-99,1.832,12.277
56,Belgium,2037,95-99,12.099,25.441
84,Belize,2037,95-99,0.144,0.178
204,Benin,2037,95-99,0.415,0.886
64,Bhutan,2037,95-99,0.479,0.574
68,Bolivia (Plurinational State of),2037,95-99,7.937,14.078
70,Bosnia and Herzegovina,2037,95-99,1.732,4.178
72,Botswana,2037,95-99,0.086,0.268
76,Brazil,2037,95-99,123.161,291.65
96,Brunei Darussalam,2037,95-99,0.092,0.078
100,Bulgaria,2037,95-99,2.8,6.184
854,Burkina Faso,2037,95-99,0.146,0.334
108,Burundi,2037,95-99,0.205,0.493
132,Cabo Verde,2037,95-99,0.032,0.131
116,Cambodia,2037,95-99,0.885,2.19
120,Cameroon,2037,95-99,0.179,0.316
124,Canada,2037,95-99,43.211,88.724
148,Chad,2037,95-99,0.29,0.575
830,Channel Islands,2037,95-99,0.242,0.496
152,Chile,2037,95-99,17.085,35.444
156,China,2037,95-99,437.973,1091.083
344,"China, Hong Kong SAR",2037,95-99,11.195,24.705
446,"China, Macao SAR",2037,95-99,0.32,0.831
158,"China, Taiwan Province of China",2037,95-99,28.49,46.896
170,Colombia,2037,95-99,31.473,53.471
174,Comoros,2037,95-99,0.019,0.036
178,Congo,2037,95-99,0.051,0.102
188,Costa Rica,2037,95-99,4.651,7.604
191,Croatia,2037,95-99,2.198,6.571
192,Cuba,2037,95-99,14.494,23.627
531,Cura̤ao,2037,95-99,0.186,0.417
196,Cyprus,2037,95-99,0.802,1.816
203,Czechia,2037,95-99,7.723,16.558
384,C̫te d'Ivoire,2037,95-99,0.231,0.269
408,Dem. People's Republic of Korea,2037,95-99,2.452,16.447
180,Democratic Republic of the Congo,2037,95-99,2.846,5.401
208,Denmark,2037,95-99,6.469,13.399
262,Djibouti,2037,95-99,0.068,0.122
214,Dominican Republic,2037,95-99,7.19,12.021
218,Ecuador,2037,95-99,9.001,18.645
818,Egypt,2037,95-99,5.759,16.678
222,El Salvador,2037,95-99,2.311,5.415
226,Equatorial Guinea,2037,95-99,0.011,0.016
232,Eritrea,2037,95-99,0.266,0.645
233,Estonia,2037,95-99,1.281,3.951
748,Eswatini,2037,95-99,0.013,0.095
231,Ethiopia,2037,95-99,6.659,11.715
242,Fiji,2037,95-99,0.039,0.047
246,Finland,2037,95-99,6.406,13.966
250,France,2037,95-99,83.438,199.212
254,French Guiana,2037,95-99,0.052,0.163
258,French Polynesia,2037,95-99,0.117,0.209
266,Gabon,2037,95-99,0.034,0.087
270,Gambia,2037,95-99,0.02,0.035
268,Georgia,2037,95-99,0.745,3.301
276,Germany,2037,95-99,139.507,256.158
288,Ghana,2037,95-99,0.46,0.774
300,Greece,2037,95-99,22.167,28.73
308,Grenada,2037,95-99,0.017,0.044
312,Guadeloupe,2037,95-99,0.732,1.714
316,Guam,2037,95-99,0.054,0.214
320,Guatemala,2037,95-99,4.883,8.354
324,Guinea,2037,95-99,0.116,0.241
624,Guinea-Bissau,2037,95-99,0.009,0.024
328,Guyana,2037,95-99,0.439,0.58
332,Haiti,2037,95-99,1.753,3.659
340,Honduras,2037,95-99,2.886,5.396
348,Hungary,2037,95-99,5.78,17.909
352,Iceland,2037,95-99,0.317,0.542
356,India,2037,95-99,237.475,350.019
360,Indonesia,2037,95-99,24.888,60.645
364,Iran (Islamic Republic of),2037,95-99,11.915,14.457
368,Iraq,2037,95-99,1.39,3.233
372,Ireland,2037,95-99,4.334,7.312
376,Israel,2037,95-99,7.756,12.137
380,Italy,2037,95-99,94.761,214.153
388,Jamaica,2037,95-99,1.335,1.033
392,Japan,2037,95-99,297.453,857.421
400,Jordan,2037,95-99,0.603,1.426
398,Kazakhstan,2037,95-99,2.051,10.177
404,Kenya,2037,95-99,0.653,1.668
296,Kiribati,2037,95-99,0.002,0.039
414,Kuwait,2037,95-99,0.073,0.066
417,Kyrgyzstan,2037,95-99,0.074,1.29
428,Latvia,2037,95-99,2.033,7.694
422,Lebanon,2037,95-99,1.496,3.633
426,Lesotho,2037,95-99,0.028,0.157
430,Liberia,2037,95-99,0.103,0.144
434,Libya,2037,95-99,0.421,1.094
440,Lithuania,2037,95-99,3.957,12.552
442,Luxembourg,2037,95-99,0.472,0.967
450,Madagascar,2037,95-99,1.35,2.172
454,Malawi,2037,95-99,0.179,0.636
458,Malaysia,2037,95-99,13.152,11.015
462,Maldives,2037,95-99,0.173,0.237
466,Mali,2037,95-99,0.183,0.275
470,Malta,2037,95-99,0.557,1.166
474,Martinique,2037,95-99,0.638,1.676
478,Mauritania,2037,95-99,0.106,0.244
480,Mauritius,2037,95-99,0.436,1.407
175,Mayotte,2037,95-99,0.08,0.165
928,Melanesia,2037,95-99,0.341,0.477
484,Mexico,2037,95-99,58.605,94.344
954,Micronesia,2037,95-99,0.063,0.281
496,Mongolia,2037,95-99,0.204,0.663
499,Montenegro,2037,95-99,0.177,0.428
504,Morocco,2037,95-99,2.886,7.38
508,Mozambique,2037,95-99,0.264,0.851
104,Myanmar,2037,95-99,2.079,5.895
516,Namibia,2037,95-99,0.028,0.11
524,Nepal,2037,95-99,2.1,4.23
528,Netherlands,2037,95-99,21.404,34.067
540,New Caledonia,2037,95-99,0.066,0.215
554,New Zealand,2037,95-99,5.234,8.644
558,Nicaragua,2037,95-99,1.743,4.272
562,Niger,2037,95-99,0.244,0.437
566,Nigeria,2037,95-99,1.096,1.586
807,North Macedonia,2037,95-99,0.392,0.748
578,Norway,2037,95-99,5.126,10.182
1835,Oceania (excluding Australia and New Zealand),2037,95-99,0.561,1.051
512,Oman,2037,95-99,0.883,1.826
586,Pakistan,2037,95-99,16.598,11.726
591,Panama,2037,95-99,4.354,6.806
598,Papua New Guinea,2037,95-99,0.172,0.111
600,Paraguay,2037,95-99,1.903,3.457
604,Peru,2037,95-99,15.959,30.669
608,Philippines,2037,95-99,8.812,42.744
616,Poland,2037,95-99,32.616,80.204
957,Polynesia,2037,95-99,0.157,0.293
620,Portugal,2037,95-99,12.089,30.927
630,Puerto Rico,2037,95-99,5.013,10.851
634,Qatar,2037,95-99,0.206,0.341
410,Republic of Korea,2037,95-99,47.235,138.309
498,Republic of Moldova,2037,95-99,0.329,2.254
642,Romania,2037,95-99,10.926,22.472
643,Russian Federation,2037,95-99,38.277,209.113
646,Rwanda,2037,95-99,0.257,0.716
638,R̩union,2037,95-99,0.849,1.949
662,Saint Lucia,2037,95-99,0.14,0.116
670,Saint Vincent and the Grenadines,2037,95-99,0.037,0.042
882,Samoa,2037,95-99,0.008,0.021
678,Sao Tome and Principe,2037,95-99,0.006,0.017
682,Saudi Arabia,2037,95-99,3.786,4.552
686,Senegal,2037,95-99,0.255,0.593
688,Serbia,2037,95-99,2.259,5.282
690,Seychelles,2037,95-99,0.016,0.056
694,Sierra Leone,2037,95-99,0.126,0.289
702,Singapore,2037,95-99,4.701,9.578
703,Slovakia,2037,95-99,2.388,5.538
705,Slovenia,2037,95-99,2.113,4.962
90,Solomon Islands,2037,95-99,0.057,0.097
706,Somalia,2037,95-99,0.424,0.681
724,Spain,2037,95-99,64.613,145.815
144,Sri Lanka,2037,95-99,7.023,12.192
275,State of Palestine,2037,95-99,0.209,0.575
729,Sudan,2037,95-99,2.742,4.173
740,Suriname,2037,95-99,0.09,0.29
752,Sweden,2037,95-99,13.199,24.201
756,Switzerland,2037,95-99,11.408,22.525
760,Syrian Arab Republic,2037,95-99,1.582,3.526
762,Tajikistan,2037,95-99,0.24,0.437
764,Thailand,2037,95-99,56.145,119.913
626,Timor-Leste,2037,95-99,0.06,0.13
768,Togo,2037,95-99,0.071,0.119
776,Tonga,2037,95-99,0.011,0.008
780,Trinidad and Tobago,2037,95-99,0.537,1.018
788,Tunisia,2037,95-99,2.707,5.84
792,Turkey,2037,95-99,21.103,63.55
795,Turkmenistan,2037,95-99,0.33,0.841
800,Uganda,2037,95-99,0.26,0.806
804,Ukraine,2037,95-99,8.455,43.833
784,United Arab Emirates,2037,95-99,0.665,0.348
826,United Kingdom,2037,95-99,83.362,143.314
834,United Republic of Tanzania,2037,95-99,0.591,1.341
850,United States Virgin Islands,2037,95-99,0.101,0.282
840,United States of America,2037,95-99,393.136,716.935
858,Uruguay,2037,95-99,2.225,10.628
860,Uzbekistan,2037,95-99,1.721,4.087
548,Vanuatu,2037,95-99,0.007,0.007
862,Venezuela (Bolivarian Republic of),2037,95-99,8.427,22.681
704,Viet Nam,2037,95-99,36.891,99.629
887,Yemen,2037,95-99,0.613,1.286
894,Zambia,2037,95-99,0.131,0.503
716,Zimbabwe,2037,95-99,0.171,0.664
4,Afghanistan,2037,90-94,5.589,9.529
8,Albania,2037,90-94,7.182,9.066
12,Algeria,2037,90-94,56.907,65.893
24,Angola,2037,90-94,3.171,6.438
28,Antigua and Barbuda,2037,90-94,0.173,0.189
32,Argentina,2037,90-94,72.867,179.431
51,Armenia,2037,90-94,2.343,5.894
533,Aruba,2037,90-94,0.147,0.381
36,Australia,2037,90-94,125.089,181.645
40,Austria,2037,90-94,43.704,69.327
31,Azerbaijan,2037,90-94,3.176,7.759
44,Bahamas,2037,90-94,0.38,0.595
48,Bahrain,2037,90-94,0.546,0.674
50,Bangladesh,2037,90-94,154.131,245.455
52,Barbados,2037,90-94,1.31,1.703
112,Belarus,2037,90-94,6.76,31.719
56,Belgium,2037,90-94,52.187,85.667
84,Belize,2037,90-94,0.45,0.565
204,Benin,2037,90-94,2.503,4.802
64,Bhutan,2037,90-94,1.469,1.393
68,Bolivia (Plurinational State of),2037,90-94,22.927,34.97
70,Bosnia and Herzegovina,2037,90-94,6.501,13.747
72,Botswana,2037,90-94,0.684,1.694
76,Brazil,2037,90-94,406.376,787.29
96,Brunei Darussalam,2037,90-94,0.384,0.393
100,Bulgaria,2037,90-94,15.236,34.047
854,Burkina Faso,2037,90-94,1.432,2.82
108,Burundi,2037,90-94,1.222,2.426
132,Cabo Verde,2037,90-94,0.097,0.396
116,Cambodia,2037,90-94,5.084,10.892
120,Cameroon,2037,90-94,2.047,3.474
124,Canada,2037,90-94,191.271,295.379
148,Chad,2037,90-94,1.987,3.159
830,Channel Islands,2037,90-94,0.804,1.296
152,Chile,2037,90-94,56.289,92.921
156,China,2037,90-94,1961.953,3799.643
344,"China, Hong Kong SAR",2037,90-94,37.493,60.779
446,"China, Macao SAR",2037,90-94,1.76,2.882
158,"China, Taiwan Province of China",2037,90-94,92.859,129.599
170,Colombia,2037,90-94,103.683,161.135
174,Comoros,2037,90-94,0.12,0.203
178,Congo,2037,90-94,0.535,1.049
188,Costa Rica,2037,90-94,15.442,22.133
191,Croatia,2037,90-94,10.172,23.777
192,Cuba,2037,90-94,43.304,64.655
531,Cura̤ao,2037,90-94,0.647,1.209
196,Cyprus,2037,90-94,3.584,6.194
203,Czechia,2037,90-94,40.897,74.655
384,C̫te d'Ivoire,2037,90-94,2.433,2.634
408,Dem. People's Republic of Korea,2037,90-94,15.654,72.32
180,Democratic Republic of the Congo,2037,90-94,19.514,30.828
208,Denmark,2037,90-94,32.254,49.18
262,Djibouti,2037,90-94,0.468,0.664
214,Dominican Republic,2037,90-94,18.289,27.787
218,Ecuador,2037,90-94,30.96,47.056
818,Egypt,2037,90-94,41.129,88.047
222,El Salvador,2037,90-94,9.058,17.757
226,Equatorial Guinea,2037,90-94,0.089,0.14
232,Eritrea,2037,90-94,1.311,2.663
233,Estonia,2037,90-94,3.713,10.014
748,Eswatini,2037,90-94,0.129,0.663
231,Ethiopia,2037,90-94,39.069,62.481
242,Fiji,2037,90-94,0.291,0.377
246,Finland,2037,90-94,32.963,55.985
250,France,2037,90-94,356.486,633.196
254,French Guiana,2037,90-94,0.282,0.568
258,French Polynesia,2037,90-94,0.43,0.635
266,Gabon,2037,90-94,0.351,0.697
270,Gambia,2037,90-94,0.223,0.319
268,Georgia,2037,90-94,3.617,12.139
276,Germany,2037,90-94,412.489,642.049
288,Ghana,2037,90-94,4.134,6.256
300,Greece,2037,90-94,63.481,86.486
308,Grenada,2037,90-94,0.087,0.186
312,Guadeloupe,2037,90-94,2.139,4.021
316,Guam,2037,90-94,0.289,0.674
320,Guatemala,2037,90-94,17.19,26.845
324,Guinea,2037,90-94,0.903,1.841
624,Guinea-Bissau,2037,90-94,0.093,0.246
328,Guyana,2037,90-94,1.167,1.45
332,Haiti,2037,90-94,6.283,11.234
